Общество с ограниченной ответственностью ИННОВАЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ИВСПЕЦГАРАНТ;Ивановская область, город Иваново проспект Шереметевский 153а;3702522719;-;+7 (493) 293-06-13;
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ НДК;обл Московская Дмитровский г Дмитров ул Советская д. 1;5007064757;Абазаева Мадина Хусеевна;+7 (915) 235-21-25;3476@kt-terra.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ СПЕЦМОНТАЖ;Московская область, город Дмитров, улица Профессиональная 5;5007044373;Курбанов Инал Эймелханович;+7 (495) 989-72-02;info-spm55@mail.ru
Акционерное общество ИНТЕГРАЛ;Республика Башкортостан, город Нефтекамск, улица Ленина 9 корпус а;0253005063;Седов Василий Юрьевич;+7 (341) 244-05-63;sewa67@mail.ru
Общество с ограниченной ответственностью ИНТЕГСТРОЙ;Респ Татарстан г Казань ул Меридианная 1 помещение 18;1657107584;Зиганшин Шамиль Хурамшевич;+7 (843) 222-54-49;ITS-reg@abdev.ru
Акционерное общество ИНТЕКО;город Москва, улица Садовая-Спасская 28;7703010975;Николаев Александр Леонидович;+7 (495) 662-80-02;info@inteco.ru
Общество с ограниченной ответственностью ИНТЕЛПОЖСИСТЕМ;"Калужская область Район Боровский Село Совхоз ""Боровский""улица Центральная Д 1астроение 1";4003031318;-;+7 (906) 711-89-71;info@jk-borovskiy.ru
Общество с ограниченной ответственностью ИНТЕР АЛЬЯНС;"обл Ленинградская Ломоносовский производственная зона ""Горелово""  Волхонское шоссе 11";7805434451;Наугадов Алексей Павлович;+7 (812) 635-88-11;gaz@gpbi.ru
Закрытое акционерное общество ИНТЕР КОМПЛЕКТ СТРОЙ;Свердловская область, город Екатеринбург, улица Машинная 29, 1;6662101379;-;+7 (343) 352-22-07;
Общество с ограниченной ответственностью ИНТЕР-ТЕП;обл Архангельская город Архангельск улица Попова д. 17 помещение 2;2926010105;Усачева Оксана Евгеньевна;+7 (818) 456-55-28;info@smk29.ru
Общество с ограниченной ответственностью ИНТЕРГРУПП;г Санкт-Петербург шоссе Московское д. 13 стр. литер Б помещение 1Н П.7;7810352821;Бисиев Зураб Алиевич;+7 (812) 326-06-33;info@intergrupp.org
Общество с ограниченной ответственностью ИНТЕРКОМ;обл Новосибирская г Новосибирск ул Серебренниковская д. 19/1 оф. 903;5406618100;Олейников Олег Анатольевич;+7 (383) 363-52-19;intercom.com@bk.ru
Общество с ограниченной ответственностью ИНТЕРПОТОК;Новосибирская область, город Новосибирск,улица Красина 43 304;5407233801;-;+7 (383) 208-20-77;
Общество с ограниченной ответственностью ИНТЕРРОСТ;г Санкт-Петербург город Санкт-Петербург проспект Большой Сампсониевский д. 61 кор. 2, литер А оф. 417;4703045549;Иванов Андрей Анатольевич;+7 (812) 490-70-70;online@becar.ru
Общество с ограниченной ответственностью ИНТЕРСИТИ;г Москва проспект Севастопольский 28 8;7727293747;Ермаков Вадим Александрович;+7 (499) 789-28-45;vanagas@ymail.com
Общество с ограниченной ответственностью ИНТЕРСТАР-РЕСУРС-СЕРВИС;Респ Крым г Ялта г Алупка ул Дворцовое шоссе д. 34;9103064644;Качан Сергей Михайлович;+7 (861) 201-61-71;office@irs.crimea.ua
Общество с ограниченной ответственностью ИНТЕРСТРОЙ;Ставропольский край, город Ставрополь,улица Шпаковская 115;2635085145;-;+7 (865) 257-29-57;
Общество с ограниченной ответственностью ИНТЕРСТРОЙ;обл Новосибирская город Новосибирск улица Добролюбова д. 2а оф. 102;5402465598;Воронов Дмитрий Павлович;+7 (383) 382-88-00;op@nmhm.ru
Общество с ограниченной ответственностью ИНТЕРСТРОЙ;Респ Крым г Симферополь бульвар Ленина д. 12 помещение 201;9102213117;Леухин Олег Владимирович;+7 (869) 241-79-96;info@interstroi.com.ru
Общество с ограниченной ответственностью ИНТЕРСТРОЙ;обл Рязанская, г Рязань, ул Право-Лыбедская д. 35 к. 2;6230085730;Ершов Олег Викторович;+7 (491) 225-55-88;interstroy1995@mail.ru
Общество с ограниченной ответственностью ИНТЕРСТРОЙ ПЛЮС;обл Владимирская город Владимир улица Северная д. 63-б оф. 7;3328005189;Поздняков Василий Анатольевич;+7 (492) 253-09-12;stroim33@mail.ru
Общество с ограниченной ответственностью ИНТЕРСТРОЙВЛАДИМИР;обл Владимирская город Владимир улица Северная д. 63-б оф. 7;3329089985;Другов Игорь Юрьевич;+7 (492) 253-09-12;stroim33@mail.ru
Акционерное общество ИНТЕРСТРОЙИНВЕСТ ПЛЮС;Московская область, Ступинский район, город Ступино, ул. Транспортная, д.1А;5045033301;-;-;
Общество с ограниченной ответственностью ИНТЕРСТРОЙМЕТАЛЛ;обл Свердловская город Екатеринбург улица Старых Большевиков д. 2а оф. 515;6686003268;-;-;
Общество с ограниченной ответственностью ИНТЕРЬЕР-ДИЗАЙН-ПРОЕКТ;Город Москва, город Троицк, улица Полковника Милиции Курочкина, 19, пом. 5;7727522436;-;-;
Общество с ограниченной ответственностью ИНФИНИТИ;Город Москва Улица Можайский Вал д. 1;7731531602;Семенов Сергей Николаевич;+7 (495) 023-77-99;sales.rechnoy@gmail.com
Акционерное общество ИПОТЕЧНАЯ КОМПАНИЯ М-6;Московская область, Одинцовский район, город Одинцово, улица маршала Жукова, д.30, этаж 2, помещение 30А;5032217460;-;+7 (495) 596-26-37;info@iz-dol.ru
Общество с ограниченной ответственностью ИПОТЕЧНАЯ КОМПАНИЯ ЧЕРНОЗЕМЬЕ;обл Курская г Железногорск ул Л.Голенькова д. 4 кор. А;4633014590;Фенин Владимир Владимирович;+7 (471) 484-89-19;ofinkap@yandex.ru
Акционерное общество ИПОТЕЧНАЯ КОРПОРАЦИЯ РЕСПУБЛИКИ БУРЯТИЯ;Республика Бурятия, город Улан-Удэ, улица Профсоюзная 35;0326012555;Бирюков Анатолий Михайлович;+7 (301) 222-22-57;ipoteka@ipotekarb.com
Общество с ограниченной ответственностью ИР-СТРОЙ;Респ Саха /Якутия/ г Якутск ул Дзержинского д. 18;1435254676;Бураев Владимир Русланович;+7 (411) 245-23-64;Ir_stroy@mail.ru
Акционерное общество ИРКУТСКОЕ РЕГИОНАЛЬНОЕ ЖИЛИЩНОЕ АГЕНТСТВО;Иркутская область, город Иркутск, улица Свердлова 17;3808057483;Бирюков Иван Андреевич;+7 (950) 050-88-44;irja@ipoteka.irk.ru
Акционерное общество ИРКУТСКЛЕССТРОЙ;Иркутская область, город Иркутск, улица Донская 24к2;3811017850;-;+7 (395) 222-93-79;ilesstroy@mail.ru
Общество с ограниченной ответственностью ИРКУТСКСТРОЙСЕРВИС;Иркутская область, город Иркутск, улица Пролетарская 7;3811022804;-;-;
Общество с ограниченной ответственностью ИРКУТСТРОЙ;обл Иркутская, г Иркутск, ул Депутатская д. 6;3811073213;Маятников Виктор Анатольевич;+7 (395) 220-56-91;irkstr@mail.ru
Общество с ограниченной ответственностью ИНВЕСТРАЙСТРОЙЗАКАЗЧИК-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК;Респ Башкортостан Стерлитамакский село Мариинский улица Хвойная 2А;0242008288;Бережнев Иван Владимирович;+7 (347) 333-72-37;irsz-02@mail.ru
Непубличное акционерное общество ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ ГРУППА НОРМАНН;г Санкт-Петербург улица Сердобольская 2-В;7802225717;Бросалин Борис Петрович;+7 (812) 748-22-32;normann@normann.ru
Общество с ограниченной ответственностью ИСГ СИБИРЬ;обл Омская город Омск ул. д. Октябрьская стр. 107 помещение 4/2;5507236041;Магомедов Гаджи Абдулаевич;+7 (381) 290-25-95;isg_sibir@mail.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ ГРУППА СТРОЙИНВЕСТ;Приморский край, город Артем, улица Лазо 11, офис 308;2502047006;Сигинур Николай Фрайкович;+7 (842) 337-31-29;stroyinvest-dv@mail.ru
Общество с ограниченной ответственностью ИНВЕСТСТРОЙЗАКАЗЧИК-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК;Респ Башкортостан Стерлитамакский село Мариинский улица Хвойная д. 2А;0242011202;Бережнев Иван Владимирович;+7 (347) 333-72-27;irsz-02@mail.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ;обл Кемеровская город Новокузнецк шоссе Кузнецкое д. 1А кор. 2 оф. 415А;4253014114;Измаилов Вадим Равилович;+7 (906) 986-81-62;ms.isk2013@mail.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ 25 ЭТАЖ;обл Липецкая г Липецк ул Фрунзе д. 43;4826126572;Зайцев Александр Васильевич;+7 (903) 863-90-93;Dom719719@mail.ru
Акционерное общество ИНВЕСТИЦИОННАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ АНТ;Московская Область, район Одинцовский, город Одинцово, улица Советская 9, офис 21;5032236914;-;-;
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ АРКАДА;край Приморский г Владивосток ул Семеновская д. 29;2536148933;Марченко Наталья Александровна;+7 (423) 240-70-94;office@arcadamail.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ БАЗИС-СТРОЙ;обл Новосибирская г Новосибирск пр-кт Карла Маркса;5404405001;Зибницкая Надежда Егоровна;+7 (913) 911-50-06;sibdomnso@mail.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ БОР-СИТИ;обл Нижегородская город Бор улица Луначарского д. 10;5246044409;Грачев Сергей Федорович;+7 (831) 234-23-42;sale@bor-city.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ВИКИНГ;Город Санкт-Петербург, улица Мебельная 12, корп. 1, литера А, пом. 46Н №7/5;7810246686;-;-;
Общество с ограниченной ответственностью ИНВЕСТИЦИОННАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ ВИРА-СТРОЙ;край Алтайский г Барнаул пр-кт Красноармейский 75Б;2225161032;Краев Денис Владимирович;+7 (385) 255-36-82;Vira-stroy.barnaul@bk.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ВОЛГОСТРОЙ;обл Волгоградская город ВОЛГОГРАД улица Шекснинская д. 87 помещение II;3443126640;Бакурский Евгений Анатольевич;+7 (844) 253-58-58;info@bs34.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО СТРОИТЕЛЬНАЯ КОМПАНИЯ ГРИНВИЧ;обл Московская г Красногорск ул Пионерская д. 10 оф. 1;5024153647;Мамонов Дмитрий Александрович;+7 (985) 445-21-01;vladislavjobmail@mail.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ДОМ-СТРОЙ;обл Новосибирская Новосибирский город Новосибирск улица Сибревкома д. 9 кор. Секция А оф. Офис 201Е;5406368718;Наумов Владимир Викторович;+7 (383) 200-40-60;nataly241083@mail.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ЖИЛСТРОЙ МИЛЛЕНИУМ;обл Московская Ногинский город Ногинск улица Аэроклубная 15;7721776699;Крюкова Екатерина Сергеевна;+7 (495) 797-77-11;info@polet-aero.ru
Общество с ограниченной ответственностью ИСК КОНТУР-М;обл Ивановская Ивановский г Кохма микрорайон Просторный проспект Героев д. 3 оф. 1;3711016564;Липатов Тимофей Леонидович;+7 (493) 258-01-49;gpkvartal@yandex.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ М-ЛЕВЕЛ;обл Оренбургская Оренбург село Нежинка, ул. Западная дом 28 кв.2;5638073619;Мукатаев Серикгалий Кужакович;+7 (922) 860-66-06;mlevel56@mail.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ МИК;обл Ярославская город Ярославль улица Серго Орджоникидзе 7А;7602127487;Матвеевский Александр Николаевич;+7 (485) 272-40-29;info@mik76.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ НАШ ГОРОД;край Краснодарский город Краснодар улица Красноармейская д. 36 кор. Б оф. 324;2310137633;Хлынин Виктор Валентинович;+7 (861) 274-91-07;nash_gorod2009@mail.ru
Общество с ограниченной ответственностью ИСК НИКА;обл Ростовская г Ростов-на-Дону ул Уланская д. 8 кор. а;6165190185;Баграмова Татьяна Алексеевна;+7 (863) 206-12-15;nika@v-k-b.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ПАРТИЗАНСКСТРОЙ;Приморский край, город Партизанск,улица 50 Лет Влксм 55;2509048104;-;+7 (863) 558-70-28;
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ РАС;край Краснодарский город Краснодар улица Ставропольская д. 312 стр. Е помещение 7;2320178702;-;+7 (861) 205-07-95;Ras.isk23@gmail.com
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ СИСТЕМА;край Приморский город Владивосток проспект Красного Знамении д. 114А помещение 301;2536301684;Аббасов Алишер Пулатович;+7 (423) 290-11-01;ooosksistema@gmail.com
Закрытое акционерное общество ИНВЕСТИЦИОННАЯ СТРОИТЕЛЬНАЯ КОРПОРАЦИЯ СРЕДНЕВОЛЖСКСТРОЙ;Самарская область, город Самара, улица Самарская 146, 305;6315362164;-;-;
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ СТРОЙФЕДЕРАЦИЯ;Респ Башкортостан город Уфа улица Силикатная д. 3 оф. 4-15;0274116173;Крашенинников Денис Николаевич;+7 (347) 224-20-70;s.f.ufa@ya.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ФИНАНСИНВЕСТ;город Москва, улица Большая Тульская 2, помещение VI;7725843265;Долин Андрей Вениаминович;+7 (930) 165-03-24;b.mark.fininvest@yandex.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ЭВРИКА;обл Владимирская Александровский город Александров улица Институтская 6 1;3301033245;Бойнов Андрей Анатольевич;+7 (492) 443-07-90;commerce@evrikastroy.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ ЯМАЛ АЛЬЯНС;Ямало-Ненецкий Автономный Округ, город Ноябрьск, Территория Промузел Пелей, Панель Xv, дом 20;8905049487;Руденко Александр Алексеевич;+7 (349) 639-81-12;info@yamalalyans.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ ЯР ГРУПП-СТРОЙ;Ярославская область, город Ярославль,улица Менжинского, дом 1б, помещение 1-12;7604163931;-;+7 (485) 233-60-70;opr-ygs@mail.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ “ПЕРСПЕКТИВА-ИНВЕСТ”;обл Волгоградская г Волжский ул 19 Партсъезда д. 7;3435046140;-;+7 (000) 000-00-00;xample@example.ru
Акционерное общество ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ-ЧЕСТР-ГРУПП;Чувашская Республика, город Чебоксары, улица Петрова 6, офис 3, помещение 1;2126003691;Героев Александр Валерьевич;+7 (835) 256-21-05;office@chestr-grupp.ru
Общество с ограниченной ответственностью ИСКОМ;обл Курганская, г Курган, ул Макаренко д. 16б;4501215580;Соснин Евгений Викторович;+7 (352) 225-00-29;pto_kurselstroy@mail.ru
Общество с ограниченной ответственностью ИСКОНА;обл Московская город Люберцы шоссе Новорязанское  д. 7 помещение 9;5027183400;Родионов Михаил Алексеевич;+7 (499) 211-22-33;rodionov@3-red.com
Общество с ограниченной ответственностью ИНВЕСТИЦИОННОЕ СТРОИТЕЛЬНО-ПРОЕКТНОЕ ОБЪЕДИНЕНИЕ КОСТРОМАГОРСТРОЙ;обл Костромская Костромской город Кострома улица Гагарина д. 21;4443022963;-;-;
Общество с ограниченной ответственностью ИССО;Респ Крым город Евпатория улица Чапаева д. 47;9110004318;Иванов Сергей Юрьевич;+7 (365) 695-74-69;isso14@mail.ru
Общество с ограниченной ответственностью ИНВЕСТ-СТРОЙ ТОРГ;Респ Татарстан г Казань ул Жуковского д. 5;1655384991;Елин Дмитрий Викторович;+7 (843) 590-38-39;invest-2011@yandex.ru
Общество с ограниченной ответственностью ИСТОК;край Краснодарский Темрюкский город Темрюк;2352050543;-;+7 (800) 222-12-12;vika1977syl2013@yandex.ru
Общество с ограниченной ответственностью ИСТОРИЧЕСКИЙ ЦЕНТР;Владимирская область, город Владимир, улица Мира 15Б, офис 1;3328486732;Дибиров Завурбег Дибирович;+7 (905) 140-04-40;istorc33@mail.ru
Общество с ограниченной ответственностью ИСТРИНСКИЕ ДАЛИ;Московская область, город Реутов, улица Ашхабадская 33, помещение 4;5017046154;Поляков Александр Николаевич;+7 (926) 994-63-05;qwer-89@bk.ru
Общество с ограниченной ответственностью ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ И ТЕЛЕКОММУНИКАЦИИ;г Санкт-Петербург город Санкт-Петербург проспект Московский д. 212 стр. лит. А оф. 4091, ВХОД159Н помещение 118;7804306746;Еременко Илья Анатольевич;+7 (812) 335-51-11;info@setlcity.ru
Акционерное общество ИНВЕСТИЦИОННЫЙ ФОНД ЖИЛИЩНОГО СТРОИТЕЛЬСТВА;Респ Башкортостан город Уфа улица Октябрьской революции д. 31А оф. 9 02;0274078739;Ильясов Алим Ришатович;+7 (347) 222-01-11;IFZHS@1trest.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННО-ФИНАНСОВАЯ КОМПАНИЯ АСТРСТРОЙИНВЕСТ;обл Астраханская город Астрахань улица ул. Ленина/ул. Кирова/ул. Бабушкина 20/29/17;3015060801;Салеев Дмитрий Владимирович;+7 (851) 229-91-91;astrstroiinvest@mail.ru
Акционерное общество ИНВЕСТИЦИОННО-ФИНАНСОВАЯ КОМПАНИЯ РФА-ИНВЕСТ;Республика Саха (Якутия), город Якутск, улица Орджоникидзе 36к1, офис 608;1435163242;Антипкина Татьяна Сергеевна;+7 (411) 240-50-14;rfa_invest@mail.ru
Акционерное общество ИНВЕСТИЦИОННО-ФИНАНСОВАЯ КОМПАНИЯ ФИНСИБИНВЕСТ;Новосибирская область, город Новосибирск, улица Писарева 102 402;5406157996;-;+7 (383) 222-65-63;
Общество с ограниченной ответственностью ИФР;г Москва улица Сколковское шоссе д. 31 стр. 2 комната 1 помещение II, этаж 4;9731030984;Столярчук Максим Олегович;+7 (495) 620-35-00;info@mainstreet-legal.ru
Общество с ограниченной ответственностью ИШИМБАЙЖИЛСТРОЙ;Башкортостан Республика, район Ишимбайский, город Ишимбай, улица Жукова  16, Корпус А;0261020820;-;-;
Общество с ограниченной ответственностью К СТРОЙ;Калининградская область, город Калининград,улица Колхозная 22;3906262000;-;+7 (401) 236-58-12;
Общество с ограниченной ответственностью К-РИШУВИЛ;край Хабаровский Хабаровский город Хабаровск улица Ленинградская д. 53 кор. 1 оф. 303;2724195439;Чжон Енчоль Нет;+7 (421) 241-09-09;richeville-sky@mail.ru
Акционерное общество КИРОВСКАЯ РЕГИОНАЛЬНАЯ ИПОТЕЧНАЯ КОРПОРАЦИЯ;обл Кировская город Киров улица Ленина д. 92;4345054639;Яровиков Сергей Васильевич;+7 (833) 225-10-10;profittorgi@yandex.ru
Общество с ограниченной ответственностью КА-СТРОЙ;Краснодарский Край, Краснодар город, Новороссийская улица  236/1, офис 65;2311125398;-;-;
Общество с ограниченной ответственностью КАЗАНСКИЕ ОКНА;Респ Татарстан г Казань ул Габдуллы Тукая д. 64 оф. 9А;1655140321;Хуснутдинов Эмиль Наилевич;+7 (843) 205-95-95;emirgik@rambler.ru
Общество с ограниченной ответственностью КАЗАЧИЙ ТОРГОВЫЙ ДОМ;Московская область, город Ивантеевка, улица Заводская 14а;5003031856;Мотринец Михаил Васильевич;+7 (499) 948-21-83;sale@szktd.ru
Общество с ограниченной ответственностью КАИНСК-СТРОЙ-СЕРВИС;обл Новосибирская Куйбышевский г Куйбышев ул Коммунистическая д. 19А 54;5452114468;Мошков Виктор Васильевич;+7 (383) 625-14-76;kainsk-stroi-servis@yandex.ru
Общество с ограниченной ответственностью КАЙЛАС;обл Волгоградская г Волгоград ул Двинская д. 15 34;3444207490;Купреев Евгений Владимирович;+7 (844) 294-17-64;info@kailas-vlg.ru
Общество с ограниченной ответственностью КАЛИНИНГРАДИНВЕСТСТРОЙ;обл Калининградская город Калининград улица Краснокаменная д. 42 стр. литер А оф. 105;3906262040;Шимко Вадим Николаевич;+7 (401) 257-40-77;anna@ksk-kaliningrad.ru
Общество с ограниченной ответственностью КАЛИНКА КОМФОРТ;Респ Удмуртская г Ижевск ул Пушкинская д. 268В оф. 32;1831190000;Кузнецов Иван Юрьевич;+7 (341) 270-07-00;office@kalinka-group.com
Общество с ограниченной ответственностью КАЛИНКА СИТИ;Респ Удмуртская г Ижевск ул Пушкинская д. 268В оф. 34;1831190017;Кузнецов Иван Юрьевич;+7 (341) 270-07-00;office@kalinka-group.com
Общество с ограниченной ответственностью КАЛУГА-ЛИДЕР;обл Калужская город Калуга улица Билибина д. 6 оф. 4 помещение 20;4028051443;Юсипов Ренат Хайдарович;+7 (484) 257-11-69;Klglider.ev@gmail.com
Общество с ограниченной ответственностью КАЛУЖСКАЯ ЗЕМЕЛЬНАЯ КОРПОРАЦИЯ;обл Калужская г Калуга ул Суворова д. 124;4027080650;-;+7 (484) 292-68-80;nellidam@ya.ru
Общество с ограниченной ответственностью КАМА-ДОМ;Респ Удмуртская, г Ижевск, ул Буммашевская д. 7а;1840013409;Морилов Сергей Анатольевич;+7 (341) 244-05-63;moril@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАМЕЯ;обл Новосибирская Новосибирский город Новосибирск ул Демьяна Бедного д. 57 оф. 28;5407111747;Бозо Сергей Сергеевич;+7 (383) 222-72-81;kamea91@mail.ru
Общество с ограниченной ответственностью КАМСТРОЙИНВЕСТ;Пермский край, город Пермь, Бульвар Гагарина, дом 44, корпус А;5906085965;-;+7 (951) 955-82-56;
Общество с ограниченной ответственностью КАНТРИ-СТРОЙ;край Краснодарский город Краснодар Улица Сормовская д. 3 стр. ААА1 помещение 4;2311146856;Гадисова Эльнара Сулеймановна;+7 (800) 200-40-30;info@europeya.ru
Общество с ограниченной ответственностью КАНЬОН-2;г Москва улица Щепкина д. 28 помещение I кабинет 8;7714303250;Салихов Рафаэль Рашидович;+7 (495) 688-54-42;info@novaalekseevskaya.ru
Общество с ограниченной ответственностью КАПЕЛЬ+;г Москва ул Менжинского д. 30 стр. 1;7726257263;Гендиректор Уо Ооо Капельплюс Морозов Андрей Юрьевич;+7 (495) 640-70-27;info@mn30.ru
Общество с ограниченной ответственностью КАПИЛИР;обл Вологодская г Череповец пр-кт Советский д. 32;3528098110;Береснева Татьяна Петровна;+7 (820) 220-20-80;kapilir35@ya.ru
Общество с ограниченной ответственностью ИНВЕСТИЦИОННАЯ КОМПАНИЯ КАПИТАЛ;обл Свердловская город Екатеринбург улица Сибирский тракт д. 55 оф. 301;6658185986;Торлопова Татьяна Геннадьевна;+7 (912) 619-11-23;89126191123@mail.ru
Общество с ограниченной ответственностью КАПИТАЛ;город Санкт-Петербург, 12-Я В.О. Линия  13, Литер А, помещение 18-Н Оф.14;7810425029;-;-;
Общество с ограниченной ответственностью КАПИТАЛ;обл Челябинская город Челябинск улица Энтузиастов д. 26 кор. А стр. 1 оф. 3/2;7451318783;Ткаченко Андрей Святославович;+7 (351) 272-03-02;stroikomplekt2@mail.ru
Общество с ограниченной ответственностью КАПИТАЛ;Чеченская республика, город Грозный, улица Узуева 2, оф. 21;2016002695;Амаев Ахмед Ильясович;+7 (962) 654-17-71;capital-md@yandex.ru
Общество с ограниченной ответственностью КАПИТАЛ;обл Архангельская г Новодвинск ул 50-летия Октября д. 3 кор. 1 оф. 324;2903012314;Кренев Игорь Федорович;+7 (911) 596-19-85;wikking2012@yandex.ru
Непубличное акционерное общество КАПИТАЛ А;город Москва, улица Боженко 14 к. 2;7731652597;Брагин Евгений Викторович;+7 (495) 640-63-26;info@knstr.ru
Общество с ограниченной ответственностью КАПИТАЛ ИНВЕСТ;обл Архангельская Архангельск Архангельск Попова д. 14 оф. 525/3 29;2901228935;Попков Алексей Николаевич;+7 (818) 265-00-08;invest@akvilon-invest.ru
Общество с ограниченной ответственностью КАПИТАЛ ИНВЕСТ;обл Курская город Курск улица Володарского д. 70 оф. 9/6;4632068378;Серебренников Константин Борисович;+7 (471) 239-36-39;Kapital-inv46@mail.ru
Общество с ограниченной ответственностью КАПИТАЛ ИНВЕСТ НСК;обл Новосибирская Новосибирский город Новосибирск улица Аникина д. 35;5403323525;Васильев Руслан Михайлович;+7 (383) 317-00-03;6zvezd@eml.ru
Общество с ограниченной ответственностью КАПИТАЛ ИСТЕЙТ;г Санкт-Петербург проспект Московский д. 73 кор. 6 стр. 1 помещение 25;7810689247;Шишелов Михаил Васильевич;+7 (812) 341-11-11;invest@akvilon-invest.ru
Общество с ограниченной ответственностью КАПИТАЛ СЕВЕРО-ЗАПАД;г Санкт-Петербург проспект Московской д. 73 кор. 6 стр. 1 помещение 28;7810673825;Плесовский Алексей Витальевич;+7 (812) 341-11-11;invest@akvilon-invest.ru
Общество с ограниченной ответственностью КАПИТАЛ СТРОЙ;обл Ростовская город г. Таганрог улица Ремесленная  д. 15 кор. 3;6154136394;Исаков Герман Давидович;+7 (938) 130-30-33;I.G.kapital.stroy@yandex.ru
Общество с ограниченной ответственностью КАПИТАЛ СТРОЙ;Краснодарский Край, город Новороссийск, улица Октябрьская 1;2315037449;-;-;
Общество с ограниченной ответственностью КАПИТАЛ ХАУС;Башкортостан Республика, город Уфа,улица 50-Летия Октября, 11, 2;0278158382;-;+7 (919) 152-55-88;
Общество с ограниченной ответственностью КАПИТАЛ-ИНВЕСТ;обл Архангельская город Архангельск проспект Никольский д. 40 оф. 20;2926000869;Овчинников Андрей Викторович;+7 (911) 554-41-44;capital29@mail.ru
Общество с ограниченной ответственностью КАПИТАЛ-СТРОЙ;обл Владимирская г Владимир ул Мира д. 15;3328477914;Хромов Виктор Андреевич;+7 (492) 260-02-80;gksk33@bk.ru
Общество с ограниченной ответственностью КАПИТАЛДОМ;обл Челябинская город Челябинск улица Энтузиастов д. 26 кор. А оф. 3/7;7449115948;Кваскова Мария Александровна;+7 (351) 272-03-02;stroikomplekt2@mail.ru
Общество с ограниченной ответственностью КАПИТАЛЖИЛСТРОЙ;обл Вологодская Вологодский город Вологда улица Южакова д. 53;3525299795;Ногтев Сергей Борисович;+7 (817) 253-34-58;kapgilstroi@mail.ru
